year,overall_rating,player_name
2007,70.0,Reynald Lemaitre
2008,68.0,Reynald Lemaitre
2009,68.0,Reynald Lemaitre
2010,67.0,Reynald Lemaitre
2011,69.0,Reynald Lemaitre
2012,68.0,Reynald Lemaitre
2013,68.0,Reynald Lemaitre
2014,68.0,Reynald Lemaitre
2015,69.0,Reynald Lemaitre
2016,69.0,Reynald Lemaitre
2007,64.0,Yohann Eudeline
2008,60.0,Yohann Eudeline
2009,60.0,Yohann Eudeline
2010,62.0,Yohann Eudeline
2011,66.0,Yohann Eudeline
2012,66.0,Yohann Eudeline
2013,67.6,Yohann Eudeline
2014,67.0,Yohann Eudeline
2015,64.5,Yohann Eudeline
2016,63.0,Yohann Eudeline
2007,60.0,Rudy Riou
2008,63.0,Rudy Riou
2009,63.0,Rudy Riou
2010,66.0,Rudy Riou
2011,63.0,Rudy Riou
2012,62.5,Rudy Riou
2013,64.0,Rudy Riou
2014,68.0,Rudy Riou
2015,70.2,Rudy Riou
2016,69.0,Rudy Riou
2007,64.0,Jose Gaspar
2008,64.0,Jose Gaspar
2009,64.0,Jose Gaspar
2010,67.0,Jose Gaspar
2011,67.5,Jose Gaspar
2012,67.0,Jose Gaspar
2007,60.5,Olafur Ingi Skulason
2008,62.0,Olafur Ingi Skulason
2009,62.0,Olafur Ingi Skulason
2010,63.5,Olafur Ingi Skulason
2011,63.0,Olafur Ingi Skulason
2012,66.0,Olafur Ingi Skulason
2013,66.0,Olafur Ingi Skulason
2014,67.0,Olafur Ingi Skulason
2015,68.66666666666667,Olafur Ingi Skulason
2016,70.0,Olafur Ingi Skulason
2007,64.5,Wade Elliott
2008,70.0,Wade Elliott
2009,74.0,Wade Elliott
2010,71.0,Wade Elliott
2011,69.5,Wade Elliott
2012,69.0,Wade Elliott
2013,66.57142857142857,Wade Elliott
2014,65.0,Wade Elliott
2015,64.0,Wade Elliott
2007,58.5,Stuart Nelson
2008,55.0,Stuart Nelson
2009,64.0,Stuart Nelson
2010,60.0,Stuart Nelson
2011,60.0,Stuart Nelson
2012,60.0,Stuart Nelson
2013,63.75,Stuart Nelson
2014,64.5,Stuart Nelson
2015,62.666666666666664,Stuart Nelson
2016,63.0,Stuart Nelson
2007,72.5,Fernando Soriano
2008,72.0,Fernando Soriano
2009,72.0,Fernando Soriano
2010,73.5,Fernando Soriano
2011,71.5,Fernando Soriano
2012,70.5,Fernando Soriano
2013,71.25,Fernando Soriano
2014,72.0,Fernando Soriano
2015,72.0,Fernando Soriano
2016,72.0,Fernando Soriano
2007,60.0,Avi Strool
2008,60.0,Avi Strool
2009,67.0,Avi Strool
2010,65.0,Avi Strool
2007,71.0,Tamir Cohen
2008,70.0,Tamir Cohen
2009,70.0,Tamir Cohen
2010,72.0,Tamir Cohen
2007,59.0,Gael Genevier
2008,66.0,Gael Genevier
2009,67.5,Gael Genevier
2010,68.5,Gael Genevier
2011,66.0,Gael Genevier
2012,66.0,Gael Genevier
2013,64.0,Gael Genevier
2014,64.0,Gael Genevier
2007,59.0,Antonio Candreva
2008,63.0,Antonio Candreva
2009,72.0,Antonio Candreva
2010,75.5,Antonio Candreva
2011,75.0,Antonio Candreva
2012,76.0,Antonio Candreva
2013,81.3076923076923,Antonio Candreva
2014,83.0,Antonio Candreva
2015,83.0,Antonio Candreva
2016,81.875,Antonio Candreva
2007,68.0,Pedro Roma
2008,72.0,Pedro Roma
2009,70.0,Pedro Roma
2007,64.0,Nuno Piloto
2008,66.0,Nuno Piloto
2010,66.0,Nuno Piloto
2011,68.0,Nuno Piloto
2012,68.5,Nuno Piloto
2013,66.0,Nuno Piloto
2014,64.66666666666667,Nuno Piloto
2015,67.0,Nuno Piloto
2016,66.0,Nuno Piloto
2007,57.0,Tininho
2008,57.0,Tininho
2009,57.0,Tininho
2007,64.0,Antolin Alcaraz
2008,66.0,Antolin Alcaraz
2009,67.0,Antolin Alcaraz
2010,69.5,Antolin Alcaraz
2011,72.5,Antolin Alcaraz
2012,73.0,Antolin Alcaraz
2013,73.66666666666667,Antolin Alcaraz
2014,74.0,Antolin Alcaraz
2015,73.0,Antolin Alcaraz
2007,68.0,Artur
2010,68.0,Artur
2011,69.5,Artur
2012,73.0,Artur
2013,73.0,Artur
2014,72.25,Artur
2015,72.33333333333333,Artur
2016,70.0,Artur
2007,60.5,Pedro Alves
2008,63.0,Pedro Alves
2009,66.0,Pedro Alves
2007,57.0,Alessandro Mangiarrati
2008,57.0,Alessandro Mangiarrati
2009,57.0,Alessandro Mangiarrati
2010,57.5,Alessandro Mangiarrati
2011,60.0,Alessandro Mangiarrati
2007,64.0,Marco Paulo
2008,61.0,Marco Paulo
2007,67.5,Ruben Amorim
2008,71.0,Ruben Amorim
2009,74.5,Ruben Amorim
2010,76.5,Ruben Amorim
2011,76.0,Ruben Amorim
2012,75.5,Ruben Amorim
2013,74.875,Ruben Amorim
2014,76.0,Ruben Amorim
2015,76.8,Ruben Amorim
2007,58.0,Eliseu
2008,68.0,Eliseu
2009,73.5,Eliseu
2010,74.5,Eliseu
2011,74.0,Eliseu
2012,74.0,Eliseu
2013,76.5,Eliseu
2014,76.25,Eliseu
2015,75.08333333333333,Eliseu
2016,77.0,Eliseu
2007,66.0,"Carlos Milhazes,22"
2009,67.0,"Carlos Milhazes,22"
2010,68.0,"Carlos Milhazes,22"
2011,67.5,"Carlos Milhazes,22"
2007,62.0,Jorge Baptista
2008,63.0,Jorge Baptista
2009,65.0,Jorge Baptista
2010,63.0,Jorge Baptista
2011,64.0,Jorge Baptista
2012,64.0,Jorge Baptista
2007,68.0,Roversio
2008,65.0,Roversio
2009,72.0,Roversio
2010,70.0,Roversio
2011,71.0,Roversio
2012,73.0,Roversio
2007,65.0,"Rui Baiao,22"
2009,65.0,"Rui Baiao,22"
2007,61.0,Ferreira
2009,61.0,Ferreira
2007,58.5,Briguel
2008,62.0,Briguel
2009,60.0,Briguel
2010,61.5,Briguel
2011,62.5,Briguel
2012,65.5,Briguel
2013,64.66666666666667,Briguel
2014,62.75,Briguel
2015,61.42857142857143,Briguel
2016,62.666666666666664,Briguel
2007,59.0,Zeca
2010,59.0,Zeca
2011,65.5,Zeca
2012,71.0,Zeca
2013,70.5,Zeca
2014,72.0,Zeca
2015,73.6,Zeca
2016,75.0,Zeca
2007,61.5,Luis Olim
2008,65.0,Luis Olim
2009,64.0,Luis Olim
2010,65.0,Luis Olim
2011,63.5,Luis Olim
2012,62.5,Luis Olim
2013,63.0,Luis Olim
2014,62.666666666666664,Luis Olim
2015,63.0,Luis Olim
2007,66.0,Fernando Cardozo
2008,69.0,Fernando Cardozo
2009,68.0,Fernando Cardozo
2010,68.0,Fernando Cardozo
2007,63.0,Bruno Patacas
2008,64.0,Bruno Patacas
2009,70.0,Bruno Patacas
2010,70.0,Bruno Patacas
2011,69.0,Bruno Patacas
2007,67.0,de Oliveira Cleber Monteiro
2008,64.0,de Oliveira Cleber Monteiro
2009,66.0,de Oliveira Cleber Monteiro
2010,66.5,de Oliveira Cleber Monteiro
2011,68.0,de Oliveira Cleber Monteiro
2012,62.0,de Oliveira Cleber Monteiro
2007,68.0,Marcelo Pereira Bruno
2009,67.0,Marcelo Pereira Bruno
2010,66.0,Marcelo Pereira Bruno
2007,66.0,Miguel Fidalgo
2008,66.0,Miguel Fidalgo
2009,66.0,Miguel Fidalgo
2010,68.0,Miguel Fidalgo
2011,68.0,Miguel Fidalgo
2012,68.0,Miguel Fidalgo
2015,68.0,Miguel Fidalgo
2007,60.0,Pedro Moreira
2010,60.0,Pedro Moreira
2011,69.0,Pedro Moreira
2014,69.0,Pedro Moreira
2015,68.57142857142857,Pedro Moreira
2007,56.0,Nuno Silva
2008,58.0,Nuno Silva
2009,67.0,Nuno Silva
2010,67.0,Nuno Silva
2007,63.5,Jose Manuel Ze Gomes
2009,65.0,Jose Manuel Ze Gomes
2010,67.0,Jose Manuel Ze Gomes
2011,67.0,Jose Manuel Ze Gomes
2012,67.0,Jose Manuel Ze Gomes
2007,63.0,Bruno Mendes
2008,63.0,Bruno Mendes
2010,66.0,Bruno Mendes
2007,63.0,Danielson
2009,64.5,Danielson
2010,67.0,Danielson
2011,71.0,Danielson
2012,71.0,Danielson
2013,71.0,Danielson
2014,70.66666666666667,Danielson
2015,70.66666666666667,Danielson
2007,63.0,"Ferreira Delson,28"
2008,63.0,"Ferreira Delson,28"
2010,64.0,"Ferreira Delson,28"
2007,62.0,Laranjeiro
2008,62.0,Laranjeiro
2009,65.5,Laranjeiro
2010,67.0,Laranjeiro
2007,68.0,Flavio Meireles
2008,69.0,Flavio Meireles
2009,69.0,Flavio Meireles
2010,69.5,Flavio Meireles
2011,70.0,Flavio Meireles
2007,64.0,Ricardo Pessoa
2010,64.0,Ricardo Pessoa
2012,64.0,Ricardo Pessoa
2013,64.75,Ricardo Pessoa
2007,73.0,Ersen Martin
2008,74.5,Ersen Martin
2009,72.5,Ersen Martin
2010,71.0,Ersen Martin
2007,66.0,"Marcel MBayo,25"
2008,65.0,"Marcel MBayo,25"
2009,66.0,"Marcel MBayo,25"
2010,63.0,"Marcel MBayo,25"
2007,65.0,Tomas Kosicky
2008,65.0,Tomas Kosicky
2009,66.0,Tomas Kosicky
2010,64.0,Tomas Kosicky
2011,64.0,Tomas Kosicky
2012,64.5,Tomas Kosicky
2013,64.5,Tomas Kosicky
2014,64.0,Tomas Kosicky
2007,63.0,Adam Nemec
2008,65.0,Adam Nemec
2009,65.0,Adam Nemec
2010,67.0,Adam Nemec
2011,68.0,Adam Nemec
2012,67.5,Adam Nemec
2013,68.375,Adam Nemec
2014,68.5,Adam Nemec
2015,65.8,Adam Nemec
2007,72.0,Stanislav Sestak
2008,77.0,Stanislav Sestak
2009,76.0,Stanislav Sestak
2010,73.0,Stanislav Sestak
2014,70.0,Stanislav Sestak
2015,69.5,Stanislav Sestak
2007,56.0,Robert Demjan
2008,53.0,Robert Demjan
2009,61.0,Robert Demjan
2011,61.0,Robert Demjan
2012,62.0,Robert Demjan
2013,66.0,Robert Demjan
2014,65.0,Robert Demjan
2015,64.5,Robert Demjan
2016,65.0,Robert Demjan
2007,73.0,Jan Durica
2009,73.0,Jan Durica
2010,73.0,Jan Durica
2011,73.0,Jan Durica
2012,74.0,Jan Durica
2013,73.0,Jan Durica
2014,73.0,Jan Durica
2015,73.66666666666667,Jan Durica
2007,48.0,Miroslav Bozok
2010,48.0,Miroslav Bozok
2011,55.5,Miroslav Bozok
2012,59.5,Miroslav Bozok
2013,60.0,Miroslav Bozok
2014,60.0,Miroslav Bozok
2015,63.0,Miroslav Bozok
2007,57.0,Rudolf Urban
2012,57.0,Rudolf Urban
2013,57.0,Rudolf Urban
2007,64.0,Dusan Pernis
2010,67.0,Dusan Pernis
2011,68.5,Dusan Pernis
2012,64.0,Dusan Pernis
2013,65.66666666666667,Dusan Pernis
2007,59.0,Dalibor Pleva
2015,59.25,Dalibor Pleva
2007,56.0,Matej Izvolt
2012,56.0,Matej Izvolt
2013,58.75,Matej Izvolt
2014,61.333333333333336,Matej Izvolt
2007,68.0,Peter Pekarik
2009,70.0,Peter Pekarik
2010,72.0,Peter Pekarik
2011,72.0,Peter Pekarik
2012,72.0,Peter Pekarik
2013,72.66666666666667,Peter Pekarik
2014,74.0,Peter Pekarik
2015,75.0,Peter Pekarik
2016,76.0,Peter Pekarik
2007,59.0,"Richard Zajac,28"
2011,59.0,"Richard Zajac,28"
2012,63.5,"Richard Zajac,28"
2013,64.25,"Richard Zajac,28"
2014,66.5,"Richard Zajac,28"
2015,67.0,"Richard Zajac,28"
2007,64.0,Kamil Kopunek
2010,64.0,Kamil Kopunek
2011,64.5,Kamil Kopunek
2007,59.0,Pavol Stano
2008,59.0,Pavol Stano
2009,62.0,Pavol Stano
2010,62.0,Pavol Stano
2011,62.0,Pavol Stano
2012,65.5,Pavol Stano
2013,65.0,Pavol Stano
2014,65.0,Pavol Stano
2015,65.0,Pavol Stano
2016,64.0,Pavol Stano
2007,59.0,Jan Slovenciak
2008,59.0,Jan Slovenciak
2010,59.0,Jan Slovenciak
2007,69.0,Krisztian Nemeth
2009,69.0,Krisztian Nemeth
2010,69.0,Krisztian Nemeth
2011,69.0,Krisztian Nemeth
2012,70.0,Krisztian Nemeth
2013,67.66666666666667,Krisztian Nemeth
2014,68.33333333333333,Krisztian Nemeth
2015,69.1,Krisztian Nemeth
2016,70.6,Krisztian Nemeth
2007,66.0,Elvedin Dzinic
2009,66.0,Elvedin Dzinic
2010,64.0,Elvedin Dzinic
2011,63.0,Elvedin Dzinic
2012,63.0,Elvedin Dzinic
2013,63.0,Elvedin Dzinic
2014,63.0,Elvedin Dzinic
2007,64.0,Dragan Jelic
2010,64.0,Dragan Jelic
2011,63.0,Dragan Jelic
2007,65.0,Jure Travner
2009,65.0,Jure Travner
2010,65.0,Jure Travner
2011,63.0,Jure Travner
2015,63.0,Jure Travner
2007,68.0,Branko Ilic
2008,67.0,Branko Ilic
2009,66.0,Branko Ilic
2010,68.5,Branko Ilic
2011,67.5,Branko Ilic
2012,67.0,Branko Ilic
2013,67.0,Branko Ilic
2014,67.0,Branko Ilic
2015,67.33333333333333,Branko Ilic
2016,68.0,Branko Ilic
2007,64.0,Marko Suler
2008,64.0,Marko Suler
2009,67.0,Marko Suler
2010,71.0,Marko Suler
2011,72.0,Marko Suler
2012,70.0,Marko Suler
2013,62.833333333333336,Marko Suler
2007,65.0,Zlatan Ljubijankic
2008,66.0,Zlatan Ljubijankic
2009,70.0,Zlatan Ljubijankic
2010,69.5,Zlatan Ljubijankic
2011,70.5,Zlatan Ljubijankic
2012,71.0,Zlatan Ljubijankic
2013,71.5,Zlatan Ljubijankic
2014,72.0,Zlatan Ljubijankic
2015,72.0,Zlatan Ljubijankic
2016,72.0,Zlatan Ljubijankic
2007,64.0,Kanu
2008,64.0,Kanu
2009,65.0,Kanu
2010,68.0,Kanu
2011,69.0,Kanu
2012,69.5,Kanu
2013,69.6,Kanu
2014,69.0,Kanu
2015,70.0,Kanu
2007,69.0,Nicolae Ovidiu Herea
2010,69.0,Nicolae Ovidiu Herea
2011,69.0,Nicolae Ovidiu Herea
2013,69.0,Nicolae Ovidiu Herea
2014,69.0,Nicolae Ovidiu Herea
2015,67.75,Nicolae Ovidiu Herea
2007,72.0,Cristian Sapunaru
2008,72.0,Cristian Sapunaru
2009,74.0,Cristian Sapunaru
2010,74.5,Cristian Sapunaru
2011,75.5,Cristian Sapunaru
2012,76.0,Cristian Sapunaru
2013,76.125,Cristian Sapunaru
2014,70.0,Cristian Sapunaru
2015,70.0,Cristian Sapunaru
2016,70.0,Cristian Sapunaru
2007,65.5,Christos Karypidis
2008,63.0,Christos Karypidis
2009,63.0,Christos Karypidis
2007,50.0,Orestis Karnezis
2008,50.0,Orestis Karnezis
2009,57.0,Orestis Karnezis
2010,64.0,Orestis Karnezis
2011,64.0,Orestis Karnezis
2012,68.5,Orestis Karnezis
2013,73.5,Orestis Karnezis
2014,75.0,Orestis Karnezis
2015,77.2,Orestis Karnezis
2016,78.66666666666667,Orestis Karnezis
2007,74.0,Michalis Sifakis
2008,74.0,Michalis Sifakis
2009,75.0,Michalis Sifakis
2010,75.0,Michalis Sifakis
2011,74.5,Michalis Sifakis
2012,72.5,Michalis Sifakis
2013,70.0,Michalis Sifakis
2015,69.5,Michalis Sifakis
2007,64.0,Tomislav Pacovski
2009,64.0,Tomislav Pacovski
2010,66.0,Tomislav Pacovski
2011,65.0,Tomislav Pacovski
2012,65.5,Tomislav Pacovski
2013,67.5,Tomislav Pacovski
2014,65.83333333333333,Tomislav Pacovski
2007,71.0,Ioannis Maniatis
2010,71.0,Ioannis Maniatis
2011,71.0,Ioannis Maniatis
2012,73.0,Ioannis Maniatis
2013,74.0,Ioannis Maniatis
2014,74.0,Ioannis Maniatis
2015,74.33333333333333,Ioannis Maniatis
2016,73.6,Ioannis Maniatis
2007,57.0,Fabian Pawela
2012,57.0,Fabian Pawela
2013,60.285714285714285,Fabian Pawela
2014,61.0,Fabian Pawela
2007,55.0,Kamil Kuzera
2009,55.0,Kamil Kuzera
2010,55.0,Kamil Kuzera
2011,56.0,Kamil Kuzera
2012,62.5,Kamil Kuzera
2013,64.0,Kamil Kuzera
2014,64.0,Kamil Kuzera
2015,64.0,Kamil Kuzera
2007,56.0,Krzysztof Kotorowski
2008,61.0,Krzysztof Kotorowski
2009,60.0,Krzysztof Kotorowski
2010,59.0,Krzysztof Kotorowski
2011,65.0,Krzysztof Kotorowski
2012,63.5,Krzysztof Kotorowski
2013,64.0,Krzysztof Kotorowski
2014,64.0,Krzysztof Kotorowski
2015,65.0,Krzysztof Kotorowski
2007,64.0,Pawel Sasin
2009,64.0,Pawel Sasin
2010,63.0,Pawel Sasin
2011,57.0,Pawel Sasin
2012,57.0,Pawel Sasin
2014,57.0,Pawel Sasin
2015,58.0,Pawel Sasin
2007,59.0,Blazej Telichowski
2008,58.0,Blazej Telichowski
2009,58.0,Blazej Telichowski
2010,58.0,Blazej Telichowski
2011,57.0,Blazej Telichowski
2012,56.0,Blazej Telichowski
2013,57.857142857142854,Blazej Telichowski
2014,61.0,Blazej Telichowski
2015,62.0,Blazej Telichowski
2007,62.0,Lukasz Madej
2008,66.0,Lukasz Madej
2009,65.0,Lukasz Madej
2010,60.0,Lukasz Madej
2011,63.0,Lukasz Madej
2012,65.0,Lukasz Madej
2013,65.75,Lukasz Madej
2014,66.25,Lukasz Madej
2015,66.0,Lukasz Madej
2016,65.66666666666667,Lukasz Madej
2007,67.0,Pawel Kieszek
2008,67.0,Pawel Kieszek
2009,67.0,Pawel Kieszek
2010,69.5,Pawel Kieszek
2011,69.5,Pawel Kieszek
2012,66.5,Pawel Kieszek
2013,70.4,Pawel Kieszek
2014,70.0,Pawel Kieszek
2015,73.66666666666667,Pawel Kieszek
2007,67.5,Antoni Lukasiewicz
2008,66.0,Antoni Lukasiewicz
2009,66.0,Antoni Lukasiewicz
2010,65.0,Antoni Lukasiewicz
2011,62.5,Antoni Lukasiewicz
2012,60.0,Antoni Lukasiewicz
2013,60.0,Antoni Lukasiewicz
2014,59.5,Antoni Lukasiewicz
2007,60.0,Wojciech Szymanek
2010,60.0,Wojciech Szymanek
2011,59.0,Wojciech Szymanek
2012,59.0,Wojciech Szymanek
2013,60.0,Wojciech Szymanek
2014,59.0,Wojciech Szymanek
2007,62.0,Jakub Rzezniczak
2008,61.0,Jakub Rzezniczak
2009,62.0,Jakub Rzezniczak
2010,63.0,Jakub Rzezniczak
2011,66.5,Jakub Rzezniczak
2012,68.0,Jakub Rzezniczak
2013,66.5,Jakub Rzezniczak
2014,67.4,Jakub Rzezniczak
2015,69.0,Jakub Rzezniczak
2016,70.0,Jakub Rzezniczak
2007,59.5,Maciej Korzym
2008,58.0,Maciej Korzym
2009,58.0,Maciej Korzym
2010,58.0,Maciej Korzym
2011,62.5,Maciej Korzym
2012,66.0,Maciej Korzym
2013,66.6,Maciej Korzym
2014,65.33333333333333,Maciej Korzym
2015,64.33333333333333,Maciej Korzym
2016,62.0,Maciej Korzym
2007,60.0,Wojciech Skaba
2008,57.0,Wojciech Skaba
2009,57.0,Wojciech Skaba
2010,60.0,Wojciech Skaba
2011,62.0,Wojciech Skaba
2012,62.5,Wojciech Skaba
2013,61.833333333333336,Wojciech Skaba
2014,59.25,Wojciech Skaba
2015,60.0,Wojciech Skaba
2016,59.666666666666664,Wojciech Skaba
2007,60.0,Marcin Malinowski
2008,59.0,Marcin Malinowski
2010,60.0,Marcin Malinowski
2011,57.5,Marcin Malinowski
2012,63.0,Marcin Malinowski
2013,64.75,Marcin Malinowski
2014,63.25,Marcin Malinowski
2007,67.5,Mariusz Zganiacz
2009,64.0,Mariusz Zganiacz
2010,64.0,Mariusz Zganiacz
2012,64.0,Mariusz Zganiacz
2013,64.66666666666667,Mariusz Zganiacz
2014,64.0,Mariusz Zganiacz
2007,63.5,Marcin Wasilewski
2008,69.0,Marcin Wasilewski
2009,69.0,Marcin Wasilewski
2010,71.0,Marcin Wasilewski
2011,70.0,Marcin Wasilewski
2012,70.5,Marcin Wasilewski
2013,71.33333333333333,Marcin Wasilewski
2014,70.66666666666667,Marcin Wasilewski
2015,72.0,Marcin Wasilewski
2016,72.0,Marcin Wasilewski
2007,60.0,Wahan Gevorgyan
2013,60.0,Wahan Gevorgyan
2014,62.8,Wahan Gevorgyan
2007,61.0,Slawomir Peszko
2008,60.0,Slawomir Peszko
2009,65.0,Slawomir Peszko
2010,71.0,Slawomir Peszko
2011,73.5,Slawomir Peszko
2012,74.5,Slawomir Peszko
2013,72.33333333333333,Slawomir Peszko
2014,71.25,Slawomir Peszko
2015,70.66666666666667,Slawomir Peszko
2016,69.0,Slawomir Peszko
2007,55.0,Krzysztof Pilarz
2008,55.0,Krzysztof Pilarz
2009,57.0,Krzysztof Pilarz
2010,59.0,Krzysztof Pilarz
2011,63.5,Krzysztof Pilarz
2012,62.0,Krzysztof Pilarz
2013,62.0,Krzysztof Pilarz
2014,62.5,Krzysztof Pilarz
2015,63.5,Krzysztof Pilarz
2016,64.0,Krzysztof Pilarz
2007,53.5,Piotr Celeban
2008,58.0,Piotr Celeban
2009,58.0,Piotr Celeban
2010,56.0,Piotr Celeban
2011,66.0,Piotr Celeban
2012,70.0,Piotr Celeban
2014,71.4,Piotr Celeban
2015,70.75,Piotr Celeban
2016,71.0,Piotr Celeban
2007,55.0,Lukasz Tralka
2008,57.0,Lukasz Tralka
2009,57.0,Lukasz Tralka
2010,59.0,Lukasz Tralka
2011,64.5,Lukasz Tralka
2012,65.0,Lukasz Tralka
2013,65.85714285714286,Lukasz Tralka
2014,66.33333333333333,Lukasz Tralka
2015,68.0,Lukasz Tralka
2016,70.0,Lukasz Tralka
2007,62.0,Sebastian Przyrowski
2008,60.0,Sebastian Przyrowski
2010,65.0,Sebastian Przyrowski
2011,62.0,Sebastian Przyrowski
2012,60.0,Sebastian Przyrowski
2013,60.0,Sebastian Przyrowski
2015,60.0,Sebastian Przyrowski
2016,60.0,Sebastian Przyrowski
2007,64.0,Radoslaw Cierzniak
2009,64.0,Radoslaw Cierzniak
2010,64.0,Radoslaw Cierzniak
2012,64.0,Radoslaw Cierzniak
2013,63.6,Radoslaw Cierzniak
2014,61.666666666666664,Radoslaw Cierzniak
2015,66.0,Radoslaw Cierzniak
2016,66.0,Radoslaw Cierzniak
2007,63.0,Arkadiusz Malarz
2014,63.75,Arkadiusz Malarz
2015,64.66666666666667,Arkadiusz Malarz
2007,60.0,Maciej Mielcarz
2010,60.0,Maciej Mielcarz
2011,60.0,Maciej Mielcarz
2012,64.5,Maciej Mielcarz
2013,65.33333333333333,Maciej Mielcarz
2014,62.333333333333336,Maciej Mielcarz
2007,64.0,Jaroslaw Bieniuk
2008,64.0,Jaroslaw Bieniuk
2009,64.0,Jaroslaw Bieniuk
2010,64.0,Jaroslaw Bieniuk
2011,62.5,Jaroslaw Bieniuk
2012,66.5,Jaroslaw Bieniuk
2013,66.0,Jaroslaw Bieniuk
2007,58.0,Dawid Kucharski
2008,60.0,Dawid Kucharski
2009,62.0,Dawid Kucharski
2010,63.0,Dawid Kucharski
2007,56.0,Tomasz Lisowski
2010,56.0,Tomasz Lisowski
2011,54.0,Tomasz Lisowski
2012,67.0,Tomasz Lisowski
2013,65.0,Tomasz Lisowski
2014,65.0,Tomasz Lisowski
2007,63.5,Grzegorz Wojtkowiak
2008,61.0,Grzegorz Wojtkowiak
2009,61.0,Grzegorz Wojtkowiak
2010,65.0,Grzegorz Wojtkowiak
2011,71.5,Grzegorz Wojtkowiak
2012,69.5,Grzegorz Wojtkowiak
2013,66.83333333333333,Grzegorz Wojtkowiak
2014,66.0,Grzegorz Wojtkowiak
2015,67.14285714285714,Grzegorz Wojtkowiak
2016,67.0,Grzegorz Wojtkowiak
2007,51.0,Hubert Wolakiewicz
2008,51.0,Hubert Wolakiewicz
2009,59.0,Hubert Wolakiewicz
2010,56.0,Hubert Wolakiewicz
2011,67.0,Hubert Wolakiewicz
2012,67.5,Hubert Wolakiewicz
2013,66.83333333333333,Hubert Wolakiewicz
2014,64.5,Hubert Wolakiewicz
2015,63.0,Hubert Wolakiewicz
2016,62.0,Hubert Wolakiewicz
2007,59.0,Filip Burkhardt
2009,59.0,Filip Burkhardt
2010,58.0,Filip Burkhardt
2011,58.0,Filip Burkhardt
2014,58.0,Filip Burkhardt
2015,58.0,Filip Burkhardt
2007,68.5,Marcin Kikut
2008,56.0,Marcin Kikut
2009,57.0,Marcin Kikut
2010,56.0,Marcin Kikut
2011,68.5,Marcin Kikut
2012,67.0,Marcin Kikut
2013,65.0,Marcin Kikut
2014,62.5,Marcin Kikut
2007,54.0,Szymon Sawala
2009,54.0,Szymon Sawala
2010,58.0,Szymon Sawala
2011,59.5,Szymon Sawala
2012,60.0,Szymon Sawala
2013,61.0,Szymon Sawala
2014,61.0,Szymon Sawala
2015,61.0,Szymon Sawala
2007,61.0,Jakub Szmatula
2008,61.0,Jakub Szmatula
2012,61.0,Jakub Szmatula
2013,61.0,Jakub Szmatula
2014,61.0,Jakub Szmatula
2015,60.5,Jakub Szmatula
2016,64.5,Jakub Szmatula
2007,57.0,Mateusz Zytko
2010,57.0,Mateusz Zytko
2011,58.0,Mateusz Zytko
2012,58.0,Mateusz Zytko
2013,59.0,Mateusz Zytko
2014,60.0,Mateusz Zytko
2015,60.0,Mateusz Zytko
2007,64.0,Pawel Strak
2008,60.0,Pawel Strak
2009,60.0,Pawel Strak
2012,60.0,Pawel Strak
2013,60.5,Pawel Strak
2014,58.0,Pawel Strak
2015,56.0,Pawel Strak
2007,60.0,Lukasz Mierzejewski
2009,60.0,Lukasz Mierzejewski
2010,59.0,Lukasz Mierzejewski
2011,62.0,Lukasz Mierzejewski
2012,62.0,Lukasz Mierzejewski
2014,62.0,Lukasz Mierzejewski
2015,62.333333333333336,Lukasz Mierzejewski
2016,62.0,Lukasz Mierzejewski
2007,64.0,Lukasz Piszczek
2008,64.0,Lukasz Piszczek
2009,66.5,Lukasz Piszczek
2010,70.0,Lukasz Piszczek
2011,74.5,Lukasz Piszczek
2012,80.0,Lukasz Piszczek
2013,82.2,Lukasz Piszczek
2014,82.5,Lukasz Piszczek
2015,81.33333333333333,Lukasz Piszczek
2016,80.0,Lukasz Piszczek
2007,55.0,Piotr Polczak
2008,55.0,Piotr Polczak
2009,59.5,Piotr Polczak
2010,59.0,Piotr Polczak
2011,56.5,Piotr Polczak
2012,60.0,Piotr Polczak
2013,62.875,Piotr Polczak
2014,62.0,Piotr Polczak
2015,63.5,Piotr Polczak
2016,66.0,Piotr Polczak
2007,61.5,Dawid Plizga
2008,58.0,Dawid Plizga
2009,58.0,Dawid Plizga
2010,58.0,Dawid Plizga
2011,63.0,Dawid Plizga
2012,67.5,Dawid Plizga
2013,65.42857142857143,Dawid Plizga
2014,66.5,Dawid Plizga
2015,66.0,Dawid Plizga
2016,66.0,Dawid Plizga
2007,59.0,Vejlko Nikitovic
2014,59.0,Vejlko Nikitovic
2015,60.0,Vejlko Nikitovic
2016,61.0,Vejlko Nikitovic
2007,59.0,Tomasz Brzyski
2008,56.0,Tomasz Brzyski
2009,60.0,Tomasz Brzyski
2010,60.5,Tomasz Brzyski
2011,60.5,Tomasz Brzyski
2012,61.0,Tomasz Brzyski
2013,64.44444444444444,Tomasz Brzyski
2014,67.33333333333333,Tomasz Brzyski
2015,68.0,Tomasz Brzyski
2016,69.0,Tomasz Brzyski
2007,55.0,Mariusz Pawelec
2008,56.0,Mariusz Pawelec
2009,56.0,Mariusz Pawelec
2010,56.0,Mariusz Pawelec
2011,59.5,Mariusz Pawelec
2012,63.5,Mariusz Pawelec
2013,62.333333333333336,Mariusz Pawelec
2014,64.6,Mariusz Pawelec
